CMC_id,CMC_rank,name,ticker,web_primary,web_secondary,source_code,check_source,notes,repo,forge
11562,489,Kava Swap,SWP,https://www.kava.io/swap,https://app.kava.io/swap/pools,https://github.com/kava-labs,n,,kava-labs,github
17145,490,League of Kingdoms Arena,LOKA,https://www.leagueofkingdoms.com/,https://play.leagueofkingdoms.com/,,n,,,
5614,491,Zelwin,ZLW,https://zelwin.com/,,,n,,,
3914,493,GlitzKoin,GTN,https://www.glitzkoin.com/,,,n,,,
6069,492,Assemble Protocol,ASM,http://assembleprotocol.io/,,,n,,,
2134,494,Grid+,GRID,http://gridplus.io/,,https://github.com/gridplus,n,,gridplus,github
10293,495,Swarm,BZZ,https://www.ethswarm.org/,,https://github.com/ethersphere,n,,ethersphere,github
2915,496,Moss Coin,MOC,https://moss.land,,https://github.com/mossland,n,,mossland,github
2630,497,PolySwarm,NCT,https://polyswarm.io/,,https://github.com/polyswarm,n,,polyswarm,github
10974,498,Tranchess,CHESS,https://tranchess.com/,,https://github.com/tranchess/contract-core,n,,tranchess/contract-core,github
3695,499,Hyperion,HYN,https://www.hyn.space/,,,n,,,
3481,501,Peony,PNY,https://peony.net/,,https://github.com/decenomy/PNY,n,,decenomy/PNY,github
10223,500,Vega Protocol,VEGA,https://vega.xyz,https://fairground.wtf,https://github.com/vegaprotocol,n,,vegaprotocol,github
3968,502,Elitium,EUM,https://www.elitium.io,https://app.elitium.io/,,n,,,
8660,503,BSCPAD,BSCPAD,https://bscpad.com/,,,n,,,
8258,504,CUDOS,CUDOS,https://www.cudos.org/,,,n,,,
2143,505,Streamr,DATA,https://streamr.network,,https://github.com/streamr-dev,n,,streamr-dev,github
7959,506,Venus BUSD,vBUSD,https://app.venus.io/dashboard,,,n,,,
1768,507,Ambire AdEx,ADX,https://www.adex.network/,,https://github.com/AmbireTech,n,,AmbireTech,github
1556,508,Chrono.tech,TIME,https://chrono.tech/,,https://github.com/Chrono-Tech,n,,Chrono-Tech,github
5821,510,Aleph.im,ALEPH,https://aleph.im/,,https://github.com/aleph-im,n,,aleph-im,github
10744,509,DeRace,DERC,https://www.derace.com,,,n,,,
10641,511,RichQUACK.com,QUACK,https://www.richquack.com,,,n,,,
8669,512,Sovryn,SOV,https://sovryn.app/,https://live.sovryn.app/,https://github.com/DistributedCollective,n,,DistributedCollective,github
9461,513,X World Games,XWG,https://xwg.games/,https://www.xwggame.com/,https://github.com/XWorldGames,n,,XWorldGames,github
1414,514,Firo,FIRO,https://firo.org/,,https://github.com/firoorg,n,,firoorg,github
7228,515,DerivaDAO,DDX,https://derivadex.com/,,,n,,,
5622,516,Darma Cash,DMCH,https://www.darmacash.com/,,,n,,,
11212,517,Star Atlas,ATLAS,https://staratlas.com,https://play.staratlas.com,,n,,,
11035,518,Splintershards,SPS,https://splinterlands.com,,https://github.com/steem-monsters,n,,steem-monsters,github
9721,519,Samoyedcoin,SAMO,https://samoyedcoin.com/,,,n,,,
4366,520,MixMarvel,MIX,https://www.mixmarvel.com/,,,n,,,
5829,521,TrustSwap,SWAP,https://trustswap.org/,,https://github.com/trustswap/swap-contracts,y,,trustswap/swap-contracts,github
2933,522,BitMart Token,BMX,https://www.bitmart.com/,,,n,,,
6216,523,AXEL,AXEL,https://www.axel.org/,https://www.axel.org/axel-network/,https://github.com/axelnetwork,n,,axelnetwork,github
2273,524,Uquid Coin,UQC,https://uquidcoin.com,https://uquid.com,,n,,,
6957,525,AllianceBlock,ALBT,https://allianceblock.io/,,https://github.com/Stichting-AllianceBlock-Foundation,n,,Stichting-AllianceBlock-Foundation,github
2866,527,Sentinel Protocol,UPP,https://sentinelprotocol.io,,,n,,,
9638,526,SingularityDAO,SDAO,https://www.singularitydao.ai/,,https://github.com/singularitydao,n,,singularitydao,github
3581,528,Kleros,PNK,https://kleros.io/,,https://github.com/kleros,n,,kleros,github
11234,529,Position Exchange,POSI,https://position.exchange/,,https://github.com/PositionExchange/position-token,n,,PositionExchange/position-token,github
4275,530,Cocos-BCX,COCOS,https://www.cocosbcx.io/,,https://github.com/cocos-bcx,n,,cocos-bcx,github
7824,531,Vai,VAI,https://venus.io,,https://github.com/SwipeWallet/Venus-Protocol,n,,SwipeWallet/Venus-Protocol,github
5299,532,HyperDAO,HDAO,http://www.hyperdao.com,,https://github.com/hyperdao,n,,hyperdao,github
5947,533,TokenPocket,TPT,https://www.tokenpocket.pro/,,https://github.com/TP-Lab,n,,TP-Lab,github
7509,534,BoringDAO,BOR,https://www.boringdao.com/,,https://github.com/BoringDAO,n,,BoringDAO,github
6830,535,KILT Protocol,KILT,https://kilt.io/,,https://github.com/KILTprotocol,n,,KILTprotocol,github
2763,536,Morpheus.Network,MNW,https://morpheus.network/,,https://github.com/MorpheusNetwork,n,,MorpheusNetwork,github
2021,538,RChain,REV,https://www.rchain.coop/,,https://github.com/rchain,n,,rchain,github
7440,537,BarnBridge,BOND,https://barnbridge.com/,,https://github.com/BarnBridge,n,,BarnBridge,github
3175,539,Maro,MARO,https://ma.ro/#/,,https://github.com/TTCECO/gttc,n,,TTCECO/gttc,github
5060,540,XeniosCoin,XNC,https://xenioscoin.com,,https://github.com/xeniosproject/xenioscoin,n,,xeniosproject/xenioscoin,github
2553,541,Refereum,RFR,https://refereum.com/,,,n,,,
2490,542,CargoX,CXO,https://cargox.io/,https://www.cxo-token.io/,,n,,,
5939,543,Wrapped NXM,WNXM,https://nexusmutual.io/,,,n,,,
8049,545,Tornado Cash,TORN,https://app.tornado.cash/,,https://github.com/tornadocash,n,,tornadocash,github
2505,544,Bluzelle,BLZ,https://bluzelle.com/,,,n,,,
7576,547,Kava Lend,HARD,https://kava.io/lend,https://app.kava.io/lend,,n,,,
258,546,Groestlcoin,GRS,http://www.groestlcoin.org/,,https://github.com/Groestlcoin,n,,Groestlcoin,github
2638,548,Cortex,CTXC,http://www.cortexlabs.ai/,,https://github.com/CortexFoundation,n,,CortexFoundation,github
1785,549,Gas,GAS,https://neo.org/,,,n,,,
10049,551,Manchester City Fan Token,CITY,https://www.socios.com,https://www.chiliz.com,,n,,,
5893,550,Frontier,FRONT,https://frontier.xyz/,https://frontier.xyz/front/,https://github.com/frontierdotxyz,n,,frontierdotxyz,github
7224,552,DODO,DODO,https://dodoex.io/,,https://github.com/DODOEX/contractV2,y,,DODOEX/contractV2,github
1312,553,Steem Dollars,SBD,https://steem.io/,,https://github.com/steemit/steem,n,,steemit/steem,github
5877,554,Rarible,RARI,https://app.rarible.com/rari,,,n,,,
4944,557,Tellor,TRB,https://tellor.io/,,https://github.com/tellor-io,n,,tellor-io,github
11461,556,Marinade Staked SOL,MSOL,https://marinade.finance/,,,n,,,
12506,555,NFTY Network,NFTY,https://nftynetwork.io,https://nftylabs.org,https://github.com/nftylabs/token,n,,nftylabs/token,github
7429,558,Liquity,LQTY,https://www.liquity.org/,,https://github.com/liquity/dev,n,,liquity/dev,github
9201,560,StackOs,STACK,https://www.stackos.io/,,,n,,,
8166,559,MAPS,MAPS,https://maps.me/token/,,,n,,,
1856,563,district0x,DNT,https://district0x.io/,,https://github.com/district0x,n,,district0x,github
6833,562,Litentry,LIT,https://www.litentry.com/,,https://github.com/litentry,n,,litentry,github
6679,561,WHALE,WHALE,https://whale.me/,https://app.tryroll.com/token/WHALE,,n,,,
4134,564,Akropolis,AKRO,https://akropolis.io/,,https://github.com/akropolisio,n,,akropolisio,github
2062,565,Aion,AION,https://theoan.com/,https://aion.network/,https://github.com/aionnetwork,n,,aionnetwork,github
16434,566,Ooki Protocol,OOKI,https://hello.ooki.com,https://ooki.com,https://github.com/OokiOfficial,n,,OokiOfficial,github
4268,567,NewYork Exchange,NYE,https://www.nyecoin.io/,,https://github.com/nyecoin/NYE,n,,nyecoin/NYE,github
5865,569,FIO Protocol,FIO,https://fioprotocol.io/,https://kb.fioprotocol.io/,https://github.com/fioprotocol,n,,fioprotocol,github
8992,568,Cellframe,CELL,https://cellframe.net/,,https://github.com/demlabs-cellframe,n,,demlabs-cellframe,github
4090,570,Wirex Token,WXT,https://wirexapp.com/,,,n,,,
2941,571,CoinEx Token,CET,https://www.coinex.org/,https://www.coinex.com/,,n,,,
10334,572,BabySwap,BABY,https://home.babyswap.finance/,,https://github.com/babyswap,n,,babyswap,github
8083,573,Tokenlon Network Token,LON,https://tokenlon.im/lon,,https://github.com/consenlabs,n,,consenlabs,github
7960,574,Venus XVS,vXVS,https://app.venus.io/dashboard,,,n,,,
5401,575,CoinLoan,CLT,https://coinloan.io/,,https://github.com/coinloan/CoinLoanToken,n,,coinloan/CoinLoanToken,github
9277,576,Revolution Populi,RVP,https://revolutionpopuli.com/,,,n,,,
9741,577,Solanium,SLIM,https://www.solanium.io/,,https://github.com/solanium-io,n,,solanium-io,github
5747,578,mStable USD,MUSD,https://mstable.org/,,,n,,,
8024,579,Mirrored iShares Gold Trust,mIAU,https://mirror.finance,,https://github.com/mirror-protocol,n,,mirror-protocol,github
4103,580,FLETA,FLETA,https://fleta.io/,,https://github.com/fletaio,n,,fletaio,github
2092,581,NULS,NULS,https://nuls.io/,,https://github.com/nuls-io/nuls-v2,n,,nuls-io/nuls-v2,github
6928,582,Bella Protocol,BEL,https://bella.fi/,,,n,,,
10805,583,Throne,THN,https://www.thr.one/,,,n,,,
3702,584,Beam,BEAM,https://www.beam.mw/,,https://github.com/BeamMW/beam,n,,BeamMW/beam,github
4956,585,MAP Protocol,MAP,https://www.maplabs.io/,,https://github.com/mapprotocol,n,,mapprotocol,github
5435,586,Epic Cash,EPIC,https://linktr.ee/epiccash,,https://github.com/EpicCash,n,,EpicCash,github
5226,587,Paris Saint-Germain Fan Token,PSG,https://www.socios.com/paris-saint-germain/,,,n,,,
5410,589,PARSIQ,PRQ,https://parsiq.net,,,n,,,
1229,588,DigixDAO,DGD,https://digix.global/dgd/,https://community.digix.global/,https://github.com/digixglobal,n,,digixglobal,github
5882,592,StaFi,FIS,https://www.stafi.io/,,https://github.com/stafiprotocol,n,,stafiprotocol,github
8509,591,XMON,XMON,https://0xmons.xyz/,,https://github.com/0xmons/0xmons-contracts-new,n,,0xmons/0xmons-contracts-new,github
3422,590,SHPING,SHPING,https://shping.com/coin,,,n,,,
11451,593,Shiden Network,SDN,https://shiden.astar.network/,,https://github.com/AstarNetwork,n,,AstarNetwork,github
8497,594,ApeSwap Finance,BANANA,https://apeswap.finance,,https://github.com/apeswapfinance,n,,apeswapfinance,github
10042,595,Karura,KAR,http://karura.network,,https://github.com/AcalaNetwork,n,,AcalaNetwork,github
2398,596,SelfKey,KEY,https://selfkey.org/,,https://github.com/SelfKeyFoundation,n,,SelfKeyFoundation,github
2090,597,LATOKEN,LA,https://latoken.com/,,https://github.com/ElKornacio/contracts-early,n,,ElKornacio/contracts-early,github
8028,598,Mirrored ProShares VIX,mVIXY,https://mirror.finance,,https://github.com/mirror-protocol,n,,mirror-protocol,github
1866,600,Bytom,BTM,http://bytom.io/,,https://github.com/Bytom/bytom,n,,Bytom/bytom,github
1925,601,Waltonchain,WTC,http://www.waltonchain.org/,,,n,,,
